Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
59759296,"악역의 엔딩은 죽음뿐 2 (Villains are Destined to Die, Vol. 2)",Gyeoeul Gwon,"Gwon, Gyeoeul","권겨을, SUOL, 수월","=""1191363775""","=""9791191363777""",5,4.51,디앤씨웹툰비즈 |,Paperback,268,2021,2021,2023/12/19,2023/09/19,,,read,,,,1,0
59759316,"악역의 엔딩은 죽음뿐 3 (Villains are Destined to Die, Vol. 3)",Gyeoeul Gwon,"Gwon, Gyeoeul","권겨을, SUOL, 수월","=""""","=""9791167770134""",5,4.56,디앤씨웹툰비즈,Paperback,280,2021,2021,2023/12/19,2023/09/21,,,read,,,,1,0
61812299,"악역의 엔딩은 죽음뿐 4 (Villains are Destined to Die, Vol. 4)",Gyeoeul Gwon,"Gwon, Gyeoeul","권겨을, SUOL, 수월","=""""","=""9791167770448""",5,4.63,디앤씨웹툰비즈,,272,2022,2022,2023/12/19,2023/09/24,,,read,,,,1,0
57068032,"Wotakoi: Love Is Hard for Otaku, Vol. 5",Fujita,"Fujita, Fujita",,"=""1646513630""","=""9781646513635""",5,4.63,Kodansha Comics,Paperback,256,2021,2021,2023/12/19,2023/09/27,,,read,,,,1,0
59630687,"Wotakoi: Love is Hard for Otaku, Vol. 6",Fujita,"Fujita, Fujita",,"=""1646514742""","=""9781646514748""",4,4.65,Kodansha,Paperback,144,2022,2022,2023/12/19,2023/09/29,,,read,,,,1,0
59424921,The Muscle Girl Next Door,Amesuke Ano,"Ano, Amesuke",亜乃 アメ助,"=""1638583927""","=""9781638583929""",5,4.01,Seven Seas,Paperback,180,2022,2019,2023/12/19,2023/09/30,,,read,,,,1,0
60258258,"7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy! [Manga], Vol. 1 (7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy! [Manga], #1)",Hinoki Kino,"Kino, Hinoki","Touko Amekawa, Hachipisu Wan","=""1638586381""","=""9781638586388""",5,4.36,Seven Seas,Paperback,180,2022,2021,2023/12/19,2023/10/01,,,read,,,,1,0
45209598,"悪役令嬢なのでラスボスを飼ってみました 1 [Akuyaku Reijou Nanode Rasubosu wo Katte Mimashita 1] (I'm the Villainess, So I'm Taming the Final Boss Manga, #1)",Anko Yuzu,"Yuzu, Anko","Sarasa Nagase, Mai Murasaki, 柚 アンコ, 永瀬 さらさ, 紫 真依","=""4041077206""","=""9784041077207""",5,4.26,KADOKAWA,Paperback,164,2018,2018,2023/12/19,2023/10/02,,,read,,,,1,0
60660575,"7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy! [Manga], Vol. 2 (7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy! [Manga], #2)",Hinoki Kino,"Kino, Hinoki","Touko Amekawa, Hachipisu Wan","=""163858768X""","=""9781638587682""",5,4.36,Seven Seas,Paperback,184,2022,2021,2023/12/19,2023/10/05,,,read,,,,1,0
75409533,"7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy! Manga Vol. 3 (7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy!, #3)",Hinoki Kino,"Kino, Hinoki","Touko Amekawa, Wan Hachipisu","=""1685795595""","=""9798888438800""",5,4.41,Seven Seas,Kindle Edition,200,2023,2022,2023/12/19,2023/10/09,,,read,,,,1,0
60099344,"Why Raeliana Ended Up at the Duke's Mansion, Vol. 1 (Volume 1) (Why Raeliana Ended Up at the Duke's Mans, 1)",Whale,"Whale, Whale","Milcha, David Odell","=""1975341082""","=""9781975341084""",4,4.36,Yen Press,Paperback,272,2022,2017,2023/12/19,2023/10/10,,,read,,,,1,0
61062246,Why Raeliana Ended Up at the Duke's Mansion 2 (Why Raeliana Ended Up at the Duke's Mansion #2),Whale,"Whale, Whale","Milcha, David Odell","=""1975341104""","=""9781975341107""",5,4.43,Yen Press,Paperback,272,2022,2018,2023/12/19,2023/10/12,,,read,,,,1,0
56393946,"彼女が公爵邸に行った理由 3  (Why Raeliana Ended Up at the Duke's Mansion, Vol. 3)",Whale,"Whale, Whale",Milcha,"=""""","=""""",5,4.42,KADOKAWA,Kindle Edition,160,2019,2019,2023/12/19,2023/10/22,,,read,,,,1,0
56394035,"彼女が公爵邸に行った理由 4 (Why Raeliana Ended Up at the Duke's Mansion, Vol. 4)",Whale,"Whale, Whale",,"=""""","=""""",5,4.42,KADOKAWA,Kindle Edition,192,2020,2020,2023/12/19,2023/10/22,,,read,,,,1,0
60865917,"곱게 키웠더니, 짐승 1 (My Gently Raised Beast, Vol. 1)",Yeoseulki,"Yeoseulki, Yeoseulki","Early Flower, JunJun Kim, Teava","=""1191145433""","=""9791191145434""",5,4.21,씨엔씨레볼루션,Paperback,280,2022,2020,2023/12/19,2023/10/30,,,read,,,,1,0
60865921,"곱게 키웠더니, 짐승 2 (My Gently Raised Beast, Vol. 2)",Yeoseulki,"Yeoseulki, Yeoseulki","Early Flower, JunJun Kim, Teava","=""""","=""9791191145441""",5,4.28,씨엔씨레볼루션,Paperback,264,2022,2022,2023/12/19,2023/10/30,,,read,,,,1,0
60865924,"곱게 키웠더니, 짐승 3 (My Gently Raised Beast, Vol. 3)",Yeoseulki,"Yeoseulki, Yeoseulki","Early Flower, JunJun Kim, Teava","=""""","=""9791191145458""",5,4.29,씨엔씨레볼루션,Paperback,280,2022,2022,2023/12/19,2023/10/31,,,read,,,,1,0
194805535,"Dark Moon: The Blood Altar, Vol. 1",HYBE,"HYBE, HYBE","ENHYPEN, Chana Conley","=""""","=""9798400900716""",4,4.26,Ize Press,Paperback,272,2023,,2023/12/19,2023/12/16,,,read,,,,1,0
75633482,"악역의 엔딩은 죽음뿐 5 (Villains are Destined to Die, Vol. 5)",Gyeoeul Gwon,"Gwon, Gyeoeul","권겨을, SUOL, 수월","=""""","=""9791167770530""",5,4.60,디앤씨웹툰비즈,Paperback,272,2022,2022,2023/12/19,2023/12/18,,,read,,,,1,0
42117981,Pan's Labyrinth: The Labyrinth of the Faun,Guillermo del Toro,"Toro, Guillermo del","Cornelia Funke, Allen Williams","=""0062414461""","=""9780062414465""",4,4.26,Katherine Tegen Books,Hardcover,256,2019,2019,,2023/08/30,,,read,,,,1,0
50989961,Alphabet Squadron (Star Wars),Alexander Freed,"Freed, Alexander",,"=""1984820214""","=""9781984820211""",3,3.79,Random House Publishing Group,Mass Market Paperback,576,2019,2019,,2023/08/30,,,read,,,,1,0
30166675,American Gods,Neil Gaiman,"Gaiman, Neil",,"=""0062080237""","=""9780062080233""",4,4.11,William Morrow Paperbacks,Paperback,541,2013,2001,,2023/08/30,,,read,,,,1,0
128013159,"[The Mutt: How to Skateboard and Not Kill Yourself] [By: Mullen, Rodney] [August, 2005]",Rodney Mullen,"Mullen, Rodney",,"=""""","=""""",4,4.38,It Books,Unknown Binding,0,2005,2004,,2023/08/30,,,read,,,,1,0
161145900,Lewis Hamilton: My Story.,Lewis Hamilton,"Hamilton, Lewis",,"=""""","=""""",4,3.68,Harpersport,Paperback,336,2008,2007,,2023/08/30,,,read,,,,1,0
40651679,What Doesn't Kill You Makes You Blacker: A Memoir in Essays,Damon    Young,"Young, Damon",,"=""0062898221""","=""9780062898227""",3,4.14,HarperAudio,Audiobook,9,2019,2019,,2023/08/30,,,read,,,,1,0
39080302,"Wotakoi: Love is Hard for Otaku, Vol. 3",Fujita,"Fujita, Fujita",,"=""1632367068""","=""9781632367068""",5,4.51,Kodansha Comics,Paperback,256,2018,2018,2023/09/18,2023/07/22,,,read,,,,1,0
33406322,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",Roger Wayne,"=""""","=""""",3,3.88,HarperAudio,Audible Audio,6,2016,2016,,2023/07/22,,,read,,,,1,0
19027835,Ultimate Speed Secrets: The Complete Guide to High-Performance and Race Driving,Ross Bentley,"Bentley, Ross",,"=""161058273X""","=""9781610582735""",0,4.48,Motorbooks,Kindle Edition,338,2011,2011,,2023/07/22,currently-reading,currently-reading (#2),currently-reading,,,,1,0
54190038,Zen Wisdom for the Anxious: Simple Advice from a Zen Buddhist Monk,Shinsuke Hosokawa,"Hosokawa, Shinsuke",Ayako Taniyama,"=""4805315733""","=""9784805315736""",0,4.15,Tuttle Publishing ,Hardcover,224,2020,,,2023/07/22,currently-reading,currently-reading (#1),currently-reading,,,,1,0
